Date,Day of Week,Lecture Number,Start Time,End Time,Subject,Subject Code,Faculty ID,Semester,Branch,Section,Classroom,Total Enrolled Students,Students Present,Attendance Percentage,Previous Lecture Attendance,Gap Since Previous Lecture,Practical/Theory,Internal Test Week,Assignment Due,Holiday Before/After,Weather,Special Event,Faculty Experience,Time Category,Timetable Status,Data Source,Lecture Duration (Minutes),Day of Semester,Week Number,Month,Previous Attendance Rolling Average,Consecutive Lecture Count,Days Since Last Holiday,Exam Week Flag,Assignment Due Flag,Holiday Flag,Special Event Flag,Attendance Category
12-08-2026,Wednesday,3,10:15,11:15,Data Science and Machine Learning,IT32,SP_MLK,3,MCA,A,403,103,77,74.76,80.58,1.0,Theory,No,No,No,Rainy,No,8.4,Morning,Provided,Synthetic development data,60.0,73,33,8,78.31666666666666,3,102.0,0,0,0,0,Medium
12-08-2026,Wednesday,4,11:15,12:15,Principles of Cloud Management and Security,IT35,KSD_SDM,3,MCA,A,403,103,72,69.9,74.76,1.0,Theory,No,No,No,Rainy,No,11.5,Morning,Provided,Synthetic development data,60.0,73,33,8,79.93666666666665,4,102.0,0,0,0,0,Medium
12-08-2026,Wednesday,5,13:30,15:30,Innovation and Entrepreneurship Development,IT34,JSP_Visiting,3,MCA,A,403,103,72,69.9,69.9,2.25,Theory,No,No,No,Sunny,No,11.8,Afternoon,Provided,Synthetic development data,120.0,73,33,8,75.08,5,102.0,0,0,0,0,Medium
13-08-2026,Thursday,1,8:30,9:15,Mobile Application Development,IT31,SSP_Visiting,3,MCA,A,403,103,80,77.67,69.9,19.0,Theory,No,No,No,Rainy,No,8.6,Morning,Provided,Synthetic development data,45.0,74,33,8,71.52,1,103.0,0,0,0,0,High
13-08-2026,Thursday,2,9:15,10:15,Mobile Application Development,IT31,SSP_Visiting,3,MCA,A,403,103,83,80.58,77.67,0.75,Theory,Yes,No,No,Cloudy,No,14.0,Morning,Provided,Synthetic development data,60.0,74,33,8,72.49000000000001,2,103.0,1,0,0,0,High
13-08-2026,Thursday,3,10:15,11:15,Data Science and Machine Learning,IT32,SP_MLK,3,MCA,A,403,103,78,75.73,80.58,1.0,Theory,No,No,No,Cloudy,No,14.9,Morning,Provided,Synthetic development data,60.0,74,33,8,76.05,3,103.0,0,0,0,0,High
13-08-2026,Thursday,4,11:15,12:15,Software Testing and Quality Assurance,IT33,DPY,3,MCA,A,403,103,65,63.11,75.73,1.0,Theory,No,No,No,Cloudy,No,6.7,Morning,Provided,Synthetic development data,60.0,74,33,8,77.99333333333334,4,103.0,0,0,0,0,Medium
13-08-2026,Thursday,5,13:30,15:30,"Practical based on Mobile Application Development, Machine Learning and Software Testing",IT31L,SSP_Visiting_SP_MLK_DPY,3,MCA,A,401/402,103,78,75.73,63.11,2.25,Practical,No,No,No,Rainy,No,3.6,Afternoon,Provided,Synthetic development data,120.0,74,33,8,73.14,5,103.0,0,0,0,0,High
08-09-2025,Monday,1,9:15,10:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,72,70.59,0.0,0.0,Project,No,No,No,Sunny,No,6.7,Morning,Provided,Synthetic development data,60.0,1,37,9,,1,21.0,0,0,0,0,Medium
08-09-2025,Monday,2,10:15,11:15,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,81,79.41,70.59,1.0,Theory,No,No,No,Sunny,No,4.9,Morning,Provided,Synthetic development data,60.0,1,37,9,70.59,2,21.0,0,0,0,0,High
08-09-2025,Monday,3,11:15,12:15,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,82,80.39,79.41,1.0,Theory,No,No,No,Sunny,No,8.9,Morning,Provided,Synthetic development data,60.0,1,37,9,75.0,3,21.0,0,0,0,0,High
08-09-2025,Monday,4,13:30,14:30,"Practical based on Python Programming, Data Structure and Algorithms and Advanced DBMS",ITL11,AAB_SP_ASP_RSZ_MST_DPY,1,MCA,B,401/402,102,78,76.47,80.39,2.25,Practical,No,Yes,No,Rainy,No,6.9,Afternoon,Provided,Synthetic development data,60.0,1,37,9,76.79666666666667,4,21.0,0,1,0,0,High
08-09-2025,Monday,5,14:30,15:30,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,78,76.47,76.47,1.0,Theory,No,No,No,Sunny,No,8.2,Afternoon,Provided,Synthetic development data,60.0,1,37,9,78.75666666666666,5,21.0,0,0,0,0,High
09-09-2025,Tuesday,1,9:15,10:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,71,69.61,76.47,18.75,Project,No,No,No,Cloudy,No,11.9,Morning,Provided,Synthetic development data,60.0,2,37,9,77.77666666666666,1,21.0,0,0,0,0,Medium
09-09-2025,Tuesday,2,10:15,11:15,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,75,73.53,69.61,1.0,Theory,No,No,No,Sunny,No,5.6,Morning,Provided,Synthetic development data,60.0,2,37,9,74.18333333333334,2,21.0,0,0,0,0,Medium
09-09-2025,Tuesday,3,11:15,12:15,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,75,73.53,73.53,1.0,Theory,No,No,No,Sunny,No,9.0,Morning,Provided,Synthetic development data,60.0,2,37,9,73.20333333333333,3,21.0,0,0,0,0,Medium
09-09-2025,Tuesday,4,13:30,14:30,"Practical based on Python Programming, Data Structure and Algorithms and Advanced DBMS",ITL11,AAB_SP_ASP_RSZ_MST_DPY,1,MCA,B,401/402,102,76,74.51,73.53,2.25,Practical,No,No,No,Sunny,No,6.4,Afternoon,Provided,Synthetic development data,60.0,2,37,9,72.22333333333333,4,21.0,0,0,0,0,Medium
09-09-2025,Tuesday,5,14:30,15:30,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,61,59.8,74.51,1.0,Theory,No,Yes,No,Sunny,No,12.2,Afternoon,Provided,Synthetic development data,60.0,2,37,9,73.85666666666667,5,21.0,0,1,0,0,Medium
10-09-2025,Wednesday,1,9:15,10:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,74,72.55,59.8,18.75,Project,No,No,No,Sunny,No,10.3,Morning,Provided,Synthetic development data,60.0,3,37,9,69.28,1,21.0,0,0,0,0,Medium
10-09-2025,Wednesday,2,10:15,11:15,Network Technologies and Infrastructure Management,IT14,MLK,1,MCA,B,403,102,66,64.71,72.55,1.0,Theory,No,No,No,Rainy,No,2.1,Morning,Provided,Synthetic development data,60.0,3,37,9,68.95333333333333,2,21.0,0,0,0,0,Medium
10-09-2025,Wednesday,3,11:15,12:15,Data Structure and Algorithms,IT12,ASP_RSZ,1,MCA,B,403,102,78,76.47,64.71,1.0,Theory,No,No,No,Rainy,No,10.6,Morning,Provided,Synthetic development data,60.0,3,37,9,65.68666666666667,3,21.0,0,0,0,0,High
10-09-2025,Wednesday,4,13:30,14:30,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,70,68.63,76.47,2.25,Theory,Yes,No,No,Rainy,No,4.2,Afternoon,Provided,Synthetic development data,60.0,3,37,9,71.24333333333333,4,21.0,1,0,0,0,Medium
10-09-2025,Wednesday,5,14:30,15:30,Network Technologies and Infrastructure Management,IT14,MLK,1,MCA,B,403,102,65,63.73,68.63,1.0,Theory,No,No,No,Rainy,No,11.4,Afternoon,Provided,Synthetic development data,60.0,3,37,9,69.93666666666667,5,21.0,0,0,0,0,Medium
11-09-2025,Thursday,1,9:15,10:15,Network Technologies and Infrastructure Management,IT14,MLK,1,MCA,B,403,102,65,63.73,63.73,18.75,Theory,No,No,No,Sunny,No,9.4,Morning,Provided,Synthetic development data,60.0,4,37,9,69.61,1,21.0,0,0,0,0,Medium
11-09-2025,Thursday,2,10:15,11:15,Data Structure and Algorithms,IT12,ASP_RSZ,1,MCA,B,403,102,78,76.47,63.73,1.0,Theory,No,No,No,Sunny,No,7.2,Morning,Provided,Synthetic development data,60.0,4,37,9,65.36333333333333,2,21.0,0,0,0,0,High
11-09-2025,Thursday,3,11:15,12:15,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,71,69.61,76.47,1.0,Theory,No,No,No,Rainy,No,11.0,Morning,Provided,Synthetic development data,60.0,4,37,9,67.97666666666667,3,21.0,0,0,0,0,Medium
11-09-2025,Thursday,4,13:30,14:30,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,62,60.78,69.61,2.25,Theory,No,No,No,Cloudy,No,13.1,Afternoon,Provided,Synthetic development data,60.0,4,37,9,69.93666666666667,4,21.0,0,0,0,0,Medium
11-09-2025,Thursday,5,14:30,15:30,Data Structure and Algorithms,IT12,ASP_RSZ,1,MCA,B,403,102,72,70.59,60.78,1.0,Theory,No,No,No,Cloudy,No,12.1,Afternoon,Provided,Synthetic development data,60.0,4,37,9,68.95333333333333,5,21.0,0,0,0,0,Medium
12-09-2025,Friday,1,9:15,10:15,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,77,75.49,70.59,18.75,Theory,No,No,No,Sunny,No,9.1,Morning,Provided,Synthetic development data,60.0,5,37,9,66.99333333333333,1,21.0,0,0,0,0,High
12-09-2025,Friday,2,10:15,11:15,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,76,74.51,75.49,1.0,Theory,No,Yes,No,Cloudy,No,11.4,Morning,Provided,Synthetic development data,60.0,5,37,9,68.95333333333333,2,21.0,0,1,0,0,Medium
12-09-2025,Friday,3,11:15,12:15,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,79,77.45,74.51,1.0,Theory,No,No,No,Sunny,No,7.4,Morning,Provided,Synthetic development data,60.0,5,37,9,73.53,3,21.0,0,0,0,0,High
12-09-2025,Friday,4,13:30,14:30,Data Structure and Algorithms,IT12,ASP_RSZ,1,MCA,B,403,102,73,71.57,77.45,2.25,Theory,No,Yes,No,Cloudy,No,12.3,Afternoon,Provided,Synthetic development data,60.0,5,37,9,75.81666666666666,4,21.0,0,1,0,0,Medium
12-09-2025,Friday,5,14:30,15:30,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,64,62.75,71.57,1.0,Theory,No,No,No,Cloudy,No,12.8,Afternoon,Provided,Synthetic development data,60.0,5,37,9,74.50999999999999,5,21.0,0,0,0,0,Medium
13-09-2025,Saturday,1,11:15,12:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,66,64.71,62.75,20.75,Project,No,No,No,Cloudy,No,3.8,Morning,Provided,Synthetic development data,60.0,6,37,9,70.58999999999999,1,21.0,0,0,0,0,Medium
15-09-2025,Monday,1,9:15,10:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,72,70.59,64.71,46.0,Project,No,No,No,Cloudy,No,5.1,Morning,Provided,Synthetic development data,60.0,8,38,9,66.34333333333333,1,21.0,0,0,0,0,Medium
15-09-2025,Monday,2,10:15,11:15,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,75,73.53,70.59,1.0,Theory,No,No,No,Sunny,No,5.5,Morning,Provided,Synthetic development data,60.0,8,38,9,66.01666666666667,2,21.0,0,0,0,0,Medium
15-09-2025,Monday,3,11:15,12:15,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,84,82.35,73.53,1.0,Theory,No,No,No,Rainy,No,4.2,Morning,Provided,Synthetic development data,60.0,8,38,9,69.61,3,21.0,0,0,0,0,High
15-09-2025,Monday,4,13:30,14:30,"Practical based on Python Programming, Data Structure and Algorithms and Advanced DBMS",ITL11,AAB_SP_ASP_RSZ_MST_DPY,1,MCA,B,401/402,102,78,76.47,82.35,2.25,Practical,No,No,No,Cloudy,No,7.1,Afternoon,Provided,Synthetic development data,60.0,8,38,9,75.49000000000001,4,21.0,0,0,0,0,High
15-09-2025,Monday,5,14:30,15:30,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,75,73.53,76.47,1.0,Theory,No,No,No,Rainy,No,4.5,Afternoon,Provided,Synthetic development data,60.0,8,38,9,77.44999999999999,5,21.0,0,0,0,0,Medium
16-09-2025,Tuesday,1,9:15,10:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,79,77.45,73.53,18.75,Project,No,No,No,Sunny,No,9.7,Morning,Provided,Synthetic development data,60.0,9,38,9,77.45,1,21.0,0,0,0,0,High
16-09-2025,Tuesday,2,10:15,11:15,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,82,80.39,77.45,1.0,Theory,No,No,No,Sunny,No,3.3,Morning,Provided,Synthetic development data,60.0,9,38,9,75.81666666666666,2,21.0,0,0,0,0,High
16-09-2025,Tuesday,3,11:15,12:15,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,70,68.63,80.39,1.0,Theory,No,No,No,Rainy,No,5.5,Morning,Provided,Synthetic development data,60.0,9,38,9,77.12333333333333,3,21.0,0,0,0,0,Medium
16-09-2025,Tuesday,4,13:30,14:30,"Practical based on Python Programming, Data Structure and Algorithms and Advanced DBMS",ITL11,AAB_SP_ASP_RSZ_MST_DPY,1,MCA,B,401/402,102,82,80.39,68.63,2.25,Practical,No,No,No,Sunny,Yes,10.7,Afternoon,Provided,Synthetic development data,60.0,9,38,9,75.49,4,21.0,0,0,0,1,High
16-09-2025,Tuesday,5,14:30,15:30,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,76,74.51,80.39,1.0,Theory,No,No,No,Cloudy,No,7.2,Afternoon,Provided,Synthetic development data,60.0,9,38,9,76.47,5,21.0,0,0,0,0,Medium
17-09-2025,Wednesday,1,9:15,10:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,72,70.59,74.51,18.75,Project,No,Yes,No,Cloudy,No,7.5,Morning,Provided,Synthetic development data,60.0,10,38,9,74.50999999999999,1,21.0,0,1,0,0,Medium
17-09-2025,Wednesday,2,10:15,11:15,Network Technologies and Infrastructure Management,IT14,MLK,1,MCA,B,403,102,72,70.59,70.59,1.0,Theory,No,No,No,Rainy,No,12.4,Morning,Provided,Synthetic development data,60.0,10,38,9,75.16333333333334,2,21.0,0,0,0,0,Medium
17-09-2025,Wednesday,3,11:15,12:15,Data Structure and Algorithms,IT12,ASP_RSZ,1,MCA,B,403,102,66,64.71,70.59,1.0,Theory,No,No,No,Cloudy,Yes,14.8,Morning,Provided,Synthetic development data,60.0,10,38,9,71.89666666666666,3,21.0,0,0,0,1,Medium
17-09-2025,Wednesday,4,13:30,14:30,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,72,70.59,64.71,2.25,Theory,No,Yes,No,Sunny,No,9.3,Afternoon,Provided,Synthetic development data,60.0,10,38,9,68.63000000000001,4,21.0,0,1,0,0,Medium
17-09-2025,Wednesday,5,14:30,15:30,Network Technologies and Infrastructure Management,IT14,MLK,1,MCA,B,403,102,68,66.67,70.59,1.0,Theory,No,No,No,Cloudy,No,3.0,Afternoon,Provided,Synthetic development data,60.0,10,38,9,68.63000000000001,5,21.0,0,0,0,0,Medium
18-09-2025,Thursday,1,9:15,10:15,Network Technologies and Infrastructure Management,IT14,MLK,1,MCA,B,403,102,73,71.57,66.67,18.75,Theory,No,No,No,Rainy,No,3.3,Morning,Provided,Synthetic development data,60.0,11,38,9,67.32333333333334,1,21.0,0,0,0,0,Medium
18-09-2025,Thursday,2,10:15,11:15,Data Structure and Algorithms,IT12,ASP_RSZ,1,MCA,B,403,102,74,72.55,71.57,1.0,Theory,No,No,No,Rainy,No,14.6,Morning,Provided,Synthetic development data,60.0,11,38,9,69.61,2,21.0,0,0,0,0,Medium
18-09-2025,Thursday,3,11:15,12:15,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,83,81.37,72.55,1.0,Theory,No,No,No,Sunny,No,10.8,Morning,Provided,Synthetic development data,60.0,11,38,9,70.26333333333334,3,21.0,0,0,0,0,High
18-09-2025,Thursday,4,13:30,14:30,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,69,67.65,81.37,2.25,Theory,No,No,No,Rainy,No,11.8,Afternoon,Provided,Synthetic development data,60.0,11,38,9,75.16333333333334,4,21.0,0,0,0,0,Medium
18-09-2025,Thursday,5,14:30,15:30,Data Structure and Algorithms,IT12,ASP_RSZ,1,MCA,B,403,102,76,74.51,67.65,1.0,Theory,No,No,No,Rainy,No,10.8,Afternoon,Provided,Synthetic development data,60.0,11,38,9,73.85666666666667,5,21.0,0,0,0,0,Medium
19-09-2025,Friday,1,9:15,10:15,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,82,80.39,74.51,18.75,Theory,No,No,No,Cloudy,No,4.3,Morning,Provided,Synthetic development data,60.0,12,38,9,74.51,1,21.0,0,0,0,0,High
19-09-2025,Friday,2,10:15,11:15,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,79,77.45,80.39,1.0,Theory,No,No,No,Cloudy,No,7.8,Morning,Provided,Synthetic development data,60.0,12,38,9,74.18333333333334,2,21.0,0,0,0,0,High
19-09-2025,Friday,3,11:15,12:15,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,72,70.59,77.45,1.0,Theory,No,No,No,Cloudy,No,12.4,Morning,Provided,Synthetic development data,60.0,12,38,9,77.45,3,21.0,0,0,0,0,Medium
19-09-2025,Friday,4,13:30,14:30,Data Structure and Algorithms,IT12,ASP_RSZ,1,MCA,B,403,102,64,62.75,70.59,2.25,Theory,No,No,No,Rainy,No,13.3,Afternoon,Provided,Synthetic development data,60.0,12,38,9,76.14333333333333,4,21.0,0,0,0,0,Medium
19-09-2025,Friday,5,14:30,15:30,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,71,69.61,62.75,1.0,Theory,No,No,No,Rainy,No,5.1,Afternoon,Provided,Synthetic development data,60.0,12,38,9,70.26333333333334,5,21.0,0,0,0,0,Medium
20-09-2025,Saturday,1,11:15,12:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,64,62.75,69.61,20.75,Project,No,Yes,No,Sunny,No,9.7,Morning,Provided,Synthetic development data,60.0,13,38,9,67.65,1,21.0,0,1,0,0,Medium
22-09-2025,Monday,1,9:15,10:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,73,71.57,62.75,46.0,Project,No,No,No,Cloudy,No,4.0,Morning,Provided,Synthetic development data,60.0,15,39,9,65.03666666666668,1,21.0,0,0,0,0,Medium
22-09-2025,Monday,2,10:15,11:15,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,64,62.75,71.57,1.0,Theory,No,No,No,Cloudy,No,14.5,Morning,Provided,Synthetic development data,60.0,15,39,9,67.97666666666667,2,21.0,0,0,0,0,Medium
22-09-2025,Monday,3,11:15,12:15,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,78,76.47,62.75,1.0,Theory,No,No,No,Cloudy,No,5.3,Morning,Provided,Synthetic development data,60.0,15,39,9,65.69,3,21.0,0,0,0,0,High
22-09-2025,Monday,4,13:30,14:30,"Practical based on Python Programming, Data Structure and Algorithms and Advanced DBMS",ITL11,AAB_SP_ASP_RSZ_MST_DPY,1,MCA,B,401/402,102,81,79.41,76.47,2.25,Practical,No,No,No,Sunny,No,11.4,Afternoon,Provided,Synthetic development data,60.0,15,39,9,70.26333333333334,4,21.0,0,0,0,0,High
22-09-2025,Monday,5,14:30,15:30,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,88,86.27,79.41,1.0,Theory,No,No,No,Sunny,No,5.0,Afternoon,Provided,Synthetic development data,60.0,15,39,9,72.87666666666667,5,21.0,0,0,0,0,High
23-09-2025,Tuesday,1,9:15,10:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,77,75.49,86.27,18.75,Project,No,No,No,Cloudy,No,10.0,Morning,Provided,Synthetic development data,60.0,16,39,9,80.71666666666665,1,21.0,0,0,0,0,High
23-09-2025,Tuesday,2,10:15,11:15,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,85,83.33,75.49,1.0,Theory,No,No,No,Cloudy,No,10.6,Morning,Provided,Synthetic development data,60.0,16,39,9,80.39,2,21.0,0,0,0,0,High
23-09-2025,Tuesday,3,11:15,12:15,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,69,67.65,83.33,1.0,Theory,No,Yes,No,Rainy,No,6.3,Morning,Provided,Synthetic development data,60.0,16,39,9,81.69666666666666,3,21.0,0,1,0,0,Medium
23-09-2025,Tuesday,4,13:30,14:30,"Practical based on Python Programming, Data Structure and Algorithms and Advanced DBMS",ITL11,AAB_SP_ASP_RSZ_MST_DPY,1,MCA,B,401/402,102,88,86.27,67.65,2.25,Practical,No,No,No,Cloudy,No,12.6,Afternoon,Provided,Synthetic development data,60.0,16,39,9,75.49000000000001,4,21.0,0,0,0,0,High
23-09-2025,Tuesday,5,14:30,15:30,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,61,59.8,86.27,1.0,Theory,Yes,No,No,Sunny,No,13.5,Afternoon,Provided,Synthetic development data,60.0,16,39,9,79.08333333333333,5,21.0,1,0,0,0,Medium
24-09-2025,Wednesday,1,9:15,10:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,71,69.61,59.8,18.75,Project,No,No,No,Rainy,No,13.1,Morning,Provided,Synthetic development data,60.0,17,39,9,71.24000000000001,1,21.0,0,0,0,0,Medium
24-09-2025,Wednesday,2,10:15,11:15,Network Technologies and Infrastructure Management,IT14,MLK,1,MCA,B,403,102,63,61.76,69.61,1.0,Theory,No,Yes,No,Cloudy,No,6.3,Morning,Provided,Synthetic development data,60.0,17,39,9,71.89333333333333,2,21.0,0,1,0,0,Medium
24-09-2025,Wednesday,3,11:15,12:15,Data Structure and Algorithms,IT12,ASP_RSZ,1,MCA,B,403,102,77,75.49,61.76,1.0,Theory,No,No,No,Rainy,No,11.7,Morning,Provided,Synthetic development data,60.0,17,39,9,63.72333333333333,3,21.0,0,0,0,0,High
24-09-2025,Wednesday,4,13:30,14:30,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,68,66.67,75.49,2.25,Theory,No,No,No,Rainy,No,9.3,Afternoon,Provided,Synthetic development data,60.0,17,39,9,68.95333333333333,4,21.0,0,0,0,0,Medium
24-09-2025,Wednesday,5,14:30,15:30,Network Technologies and Infrastructure Management,IT14,MLK,1,MCA,B,403,102,69,67.65,66.67,1.0,Theory,Yes,No,No,Cloudy,No,9.7,Afternoon,Provided,Synthetic development data,60.0,17,39,9,67.97333333333334,5,21.0,1,0,0,0,Medium
25-09-2025,Thursday,1,9:15,10:15,Network Technologies and Infrastructure Management,IT14,MLK,1,MCA,B,403,102,65,63.73,67.65,18.75,Theory,Yes,No,No,Rainy,No,8.2,Morning,Provided,Synthetic development data,60.0,18,39,9,69.93666666666667,1,21.0,1,0,0,0,Medium
25-09-2025,Thursday,2,10:15,11:15,Data Structure and Algorithms,IT12,ASP_RSZ,1,MCA,B,403,102,78,76.47,63.73,1.0,Theory,No,No,No,Cloudy,No,9.8,Morning,Provided,Synthetic development data,60.0,18,39,9,66.01666666666667,2,21.0,0,0,0,0,High
25-09-2025,Thursday,3,11:15,12:15,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,87,85.29,76.47,1.0,Theory,No,No,No,Sunny,No,3.8,Morning,Provided,Synthetic development data,60.0,18,39,9,69.28333333333333,3,21.0,0,0,0,0,High
25-09-2025,Thursday,4,13:30,14:30,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,60,58.82,85.29,2.25,Theory,Yes,No,No,Sunny,No,7.3,Afternoon,Provided,Synthetic development data,60.0,18,39,9,75.16333333333334,4,21.0,1,0,0,0,Medium
25-09-2025,Thursday,5,14:30,15:30,Data Structure and Algorithms,IT12,ASP_RSZ,1,MCA,B,403,102,72,70.59,58.82,1.0,Theory,No,No,No,Sunny,No,4.3,Afternoon,Provided,Synthetic development data,60.0,18,39,9,73.52666666666667,5,21.0,0,0,0,0,Medium
26-09-2025,Friday,1,9:15,10:15,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,82,80.39,70.59,18.75,Theory,No,Yes,No,Rainy,No,5.6,Morning,Provided,Synthetic development data,60.0,19,39,9,71.56666666666668,1,21.0,0,1,0,0,High
26-09-2025,Friday,2,10:15,11:15,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,80,78.43,80.39,1.0,Theory,No,No,No,Sunny,No,3.7,Morning,Provided,Synthetic development data,60.0,19,39,9,69.93333333333334,2,21.0,0,0,0,0,High
26-09-2025,Friday,3,11:15,12:15,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,75,73.53,78.43,1.0,Theory,No,No,No,Cloudy,No,4.8,Morning,Provided,Synthetic development data,60.0,19,39,9,76.47000000000001,3,21.0,0,0,0,0,Medium
26-09-2025,Friday,4,13:30,14:30,Data Structure and Algorithms,IT12,ASP_RSZ,1,MCA,B,403,102,68,66.67,73.53,2.25,Theory,Yes,No,No,Cloudy,No,12.2,Afternoon,Provided,Synthetic development data,60.0,19,39,9,77.45,4,21.0,1,0,0,0,Medium
26-09-2025,Friday,5,14:30,15:30,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,75,73.53,66.67,1.0,Theory,No,No,No,Rainy,No,9.1,Afternoon,Provided,Synthetic development data,60.0,19,39,9,72.87666666666668,5,21.0,0,0,0,0,Medium
27-09-2025,Saturday,1,11:15,12:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,65,63.73,73.53,20.75,Project,No,No,No,Rainy,No,2.3,Morning,Provided,Synthetic development data,60.0,20,39,9,71.24333333333333,1,21.0,0,0,0,0,Medium
29-09-2025,Monday,1,9:15,10:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,77,75.49,63.73,46.0,Project,No,No,No,Sunny,No,12.3,Morning,Provided,Synthetic development data,60.0,22,40,9,67.97666666666666,1,21.0,0,0,0,0,High
29-09-2025,Monday,2,10:15,11:15,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,79,77.45,75.49,1.0,Theory,No,No,No,Rainy,No,13.8,Morning,Provided,Synthetic development data,60.0,22,40,9,70.91666666666667,2,21.0,0,0,0,0,High
29-09-2025,Monday,3,11:15,12:15,Python Programming,IT11,AAB_SP,1,MCA,B,403,102,74,72.55,77.45,1.0,Theory,No,No,No,Rainy,No,13.4,Morning,Provided,Synthetic development data,60.0,22,40,9,72.22333333333334,3,21.0,0,0,0,0,Medium
29-09-2025,Monday,4,13:30,14:30,"Practical based on Python Programming, Data Structure and Algorithms and Advanced DBMS",ITL11,AAB_SP_ASP_RSZ_MST_DPY,1,MCA,B,401/402,102,85,83.33,72.55,2.25,Practical,No,No,No,Cloudy,No,12.7,Afternoon,Provided,Synthetic development data,60.0,22,40,9,75.16333333333334,4,21.0,0,0,0,0,High
29-09-2025,Monday,5,14:30,15:30,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,78,76.47,83.33,1.0,Theory,No,Yes,No,Rainy,No,14.9,Afternoon,Provided,Synthetic development data,60.0,22,40,9,77.77666666666666,5,21.0,0,1,0,0,High
30-09-2025,Tuesday,1,9:15,10:15,Mini Project,ITP11,JSP_Visiting,1,MCA,B,403,102,69,67.65,76.47,18.75,Project,No,No,No,Cloudy,No,9.6,Morning,Provided,Synthetic development data,60.0,23,40,9,77.45,1,21.0,0,0,0,0,Medium
30-09-2025,Tuesday,2,10:15,11:15,Organizational Behavior,IT15,MPS_KSD,1,MCA,B,403,102,80,78.43,67.65,1.0,Theory,No,No,No,Sunny,No,14.5,Morning,Provided,Synthetic development data,60.0,23,40,9,75.81666666666666,2,21.0,0,0,0,0,High
30-09-2025,Tuesday,3,11:15,12:15,Advanced DBMS,IT13,MST_DPY,1,MCA,B,403,102,75,73.53,78.43,1.0,Theory,No,No,No,Rainy,No,14.3,Morning,Provided,Synthetic development data,60.0,23,40,9,74.18333333333334,3,21.0,0,0,0,0,Medium
